Order_ID,Order_Date,Customer_ID,Product,Category,Price,Quantity,Country,Payment_Method,Discount_Percent
ORD000519,2024-01-21,CUST01001,Keyboard,Peripherals,165.25,4,USA,Unknown,15
ORD007205,2024-02-23,CUST01525,Mouse,Peripherals,13.05,2,Netherlands,Debit Card,0
ORD007164,2024-09-30,CUST01068,USB Hub,Peripherals,14.08,2,Germany,Unknown,0
ORD002099,2024-04-11,CUST01337,Webcam,Video,114.94,3,Netherlands,Credit Card,0
ORD004412,2024-12-15,CUST01001,Desk Lamp,Accessories,94.36,1,UK,Credit Card,0
ORD004985,2024-01-25,CUST01001,USB Hub,Peripherals,47.11,4,Poland,Credit Card,5
ORD002261,2024-02-08,CUST01095,Desk Lamp,Accessories,61.18,4,Germany,Unknown,0
ORD000539,2024-07-08,CUST01006,Headphones,Audio,128.51,4,France,Credit Card,0
ORD004195,2024-02-09,CUST01001,Headphones,Audio,107.67,3,Germany,Unknown,10
ORD002116,2024-08-31,CUST01013,HDMI Cable,Cables,-28.2,4,France,PayPal,0
ORD003028,2024-12-23,CUST01025,HDMI Cable,Cables,-20.9,4,Poland,PayPal,0
ORD005015,2024-12-05,CUST01001,Desk Lamp,Accessories,45.39,3,France,Credit Card,0
ORD005562,2024-01-24,CUST01001,Desk Lamp,Accessories,64.25,2,Netherlands,Bank Transfer,0
ORD001028,2024-09-21,CUST01001,Headphones,Audio,136.87,2,France,Unknown,10
ORD001617,2024-03-14,CUST01001,Keyboard,Peripherals,73.66,2,Germany,Unknown,0
ORD002865,2024-10-11,CUST01001,USB Hub,Peripherals,13.8,4,USA,Unknown,0
ORD003886,2024-10-27,CUST01003,Headphones,Audio,100.2,1,USA,PayPal,5
ORD006956,2024-02-16,CUST01005,Monitor,Displays,476.05,2,Canada,PayPal,10
ORD005389,2024-05-23,CUST01001,Phone Stand,Accessories,64.76,3,USA,Bank Transfer,10
ORD005840,2024-07-03,CUST01020,Headphones,Audio,118.86,3,Germany,Bank Transfer,15
ORD001536,2024-06-25,CUST01023,Phone Stand,Accessories,28.75,1,Netherlands,PayPal,15
ORD002522,2024-10-29,CUST01001,Monitor,Displays,531.9,4,Canada,Unknown,10
ORD002281,2024-08-10,CUST01001,Webcam,Video,114.35,3,Netherlands,PayPal,0
ORD003758,2024-06-07,CUST01514,Headphones,Audio,149.85,4,Netherlands,Bank Transfer,15
ORD005094,2024-05-01,CUST01003,Phone Stand,Accessories,15.45,4,USA,PayPal,0
ORD003514,2024-02-06,CUST01006,Mouse,Peripherals,44.16,2,Poland,Bank Transfer,0
ORD005149,2024-06-22,CUST01001,Laptop,Computers,1095.1,3,France,Bank Transfer,5
ORD007840,2024-01-05,CUST01038,USB Hub,Peripherals,-4.56,1,USA,Bank Transfer,15
ORD006775,2024-09-23,CUST01001,Monitor,Displays,477.62,2,Germany,Bank Transfer,0
ORD007278,2024-04-13,CUST01003,Webcam,Video,99.01,2,Germany,Bank Transfer,10
ORD004886,2024-01-30,CUST01001,Headphones,Audio,159.28,1,Poland,Debit Card,5
ORD002125,2024-09-19,CUST01034,Phone Stand,Accessories,44.8,1,UK,Debit Card,15
ORD004957,2024-12-19,CUST01001,Mouse,Peripherals,50.19,4,Netherlands,Unknown,0
ORD007221,2024-01-04,CUST01002,Phone Stand,Accessories,31.11,2,France,Debit Card,0
ORD005690,2024-04-16,CUST01002,Phone Stand,Accessories,35.3,2,Netherlands,Debit Card,0
ORD005622,2024-07-31,CUST01006,Desk Lamp,Accessories,58.8,4,USA,Bank Transfer,5
ORD005475,2024-09-09,CUST01023,Mouse,Peripherals,59.2,1,Poland,Debit Card,0
ORD007267,2024-04-20,CUST01001,Laptop,Computers,1032.75,4,Germany,PayPal,10
ORD003681,2024-10-28,CUST01001,Monitor,Displays,460.55,4,Canada,Unknown,15
ORD006527,2024-09-01,CUST01004,Monitor,Displays,519.7,4,Poland,Debit Card,0
ORD007410,2024-09-17,CUST01022,HDMI Cable,Cables,2.51,2,Netherlands,Credit Card,0
ORD003545,2024-02-22,CUST01002,Headphones,Audio,127.95,2,UK,Debit Card,0
ORD001336,2024-06-04,CUST01001,Desk Lamp,Accessories,108.62,1,Netherlands,PayPal,0
ORD002830,2024-05-15,CUST01020,Mouse,Peripherals,99.6,2,UK,PayPal,0
ORD001314,2024-03-21,CUST01024,Headphones,Audio,122.9,4,USA,Unknown,5
ORD007046,2024-02-13,CUST01002,HDMI Cable,Cables,44.7,4,Germany,PayPal,0
ORD006262,2024-12-04,CUST01002,Keyboard,Peripherals,95.36,2,UK,Unknown,0
ORD007404,2024-10-28,CUST01002,Monitor,Displays,471.84,2,Germany,Debit Card,0
ORD002184,2024-07-23,CUST01001,Phone Stand,Accessories,73.52,3,UK,Unknown,15
ORD006085,2024-03-15,CUST01001,Mouse,Peripherals,99999.0,3,UK,Credit Card,0
ORD000458,2024-11-13,CUST01028,Phone Stand,Accessories,35.22,2,Poland,PayPal,0
ORD001298,2024-10-19,CUST01001,USB Hub,Peripherals,18.76,2,Canada,Unknown,0
ORD005637,2024-01-10,CUST01017,Phone Stand,Accessories,77.38,3,UK,Bank Transfer,5
ORD005360,2024-03-03,CUST01001,Mouse,Peripherals,21.46,3,UK,Credit Card,0
ORD007437,2024-07-22,CUST01001,HDMI Cable,Cables,39.96,3,Netherlands,PayPal,0
ORD001057,2024-03-28,CUST01002,USB Hub,Peripherals,-12.74,3,Poland,Unknown,10
ORD001164,2024-04-04,CUST01001,Mouse,Peripherals,75.81,1,Poland,Debit Card,15
ORD005793,2024-04-09,CUST01003,Mouse,Peripherals,66.52,4,Germany,Debit Card,0
ORD006798,2024-06-04,CUST01025,Keyboard,Peripherals,76.67,2,Germany,Debit Card,0
ORD005489,2024-07-26,CUST01002,Mouse,Peripherals,54.96,2,UK,Credit Card,15
ORD002914,2024-03-07,CUST01021,Phone Stand,Accessories,-13.31,3,Netherlands,Debit Card,0
ORD005065,2024-12-20,CUST01002,USB Hub,Peripherals,45.17,1,Canada,Debit Card,5
ORD001194,2024-04-28,CUST01001,Headphones,Audio,160.7,4,Germany,PayPal,10
ORD006989,2024-05-06,CUST01003,USB Hub,Peripherals,8.93,2,France,Unknown,5
ORD002318,2024-01-01,CUST01001,Phone Stand,Accessories,35.09,3,UK,Credit Card,15
ORD000648,2024-05-12,CUST01001,Keyboard,Peripherals,172.96,1,France,Debit Card,10
ORD005027,2024-08-13,CUST01107,Webcam,Video,48.97,3,Germany,Bank Transfer,10
ORD006622,2024-02-20,CUST01310,Laptop,Computers,1024.5,3,Canada,Bank Transfer,0
ORD003289,2024-05-17,CUST01001,Desk Lamp,Accessories,107.62,3,Canada,Debit Card,15
ORD000555,2024-05-07,CUST01007,Desk Lamp,Accessories,83.8,4,Germany,PayPal,0
ORD004604,2024-02-09,CUST01006,Desk Lamp,Accessories,119.19,4,France,Credit Card,5
ORD007373,2024-12-26,CUST01002,Desk Lamp,Accessories,109.73,1,Poland,Credit Card,0
ORD000504,2024-11-12,CUST01001,Mouse,Peripherals,23.26,3,France,PayPal,10
ORD006044,2024-05-23,CUST01001,Phone Stand,Accessories,18.0,2,USA,PayPal,10
ORD007037,2024-09-23,CUST01093,Phone Stand,Accessories,-10.26,4,France,Unknown,0
ORD002550,2024-07-01,CUST01002,Desk Lamp,Accessories,124.67,2,USA,PayPal,10
ORD000335,2024-05-25,CUST01001,Desk Lamp,Accessories,93.49,2,Canada,Credit Card,0
ORD001453,2024-02-08,CUST01003,Desk Lamp,Accessories,135.55,3,UK,Credit Card,0
ORD005366,2024-10-16,CUST01071,Mouse,Peripherals,28.23,2,Canada,Bank Transfer,15
ORD001722,2024-08-15,CUST01001,Headphones,Audio,166.4,3,France,Credit Card,0
ORD006841,2024-03-23,CUST01012,Monitor,Displays,530.62,2,France,Bank Transfer,0
ORD000240,2024-11-07,CUST01005,Monitor,Displays,445.24,2,USA,Unknown,10
ORD002355,2024-07-29,CUST01001,Mouse,Peripherals,30.54,1,Netherlands,PayPal,0
ORD004897,2024-12-18,CUST01002,Keyboard,Peripherals,124.44,4,Canada,Unknown,15
ORD002796,2024-12-22,CUST01002,Webcam,Video,27.47,2,USA,Debit Card,0
ORD004177,2024-02-16,CUST01001,Headphones,Audio,146.54,3,USA,Credit Card,15
ORD006002,2024-10-25,CUST01021,Mouse,Peripherals,40.45,1,Netherlands,Credit Card,0
ORD000626,2024-06-12,CUST01001,Webcam,Video,91.52,1,UK,Bank Transfer,5
ORD003342,2024-06-04,CUST01001,Monitor,Displays,493.85,3,Netherlands,Credit Card,5
ORD004903,2024-07-14,CUST01149,HDMI Cable,Cables,59.13,1,UK,PayPal,10
ORD006425,2024-10-09,CUST01001,Mouse,Peripherals,6.05,3,Germany,PayPal,5
ORD001329,2024-01-27,CUST01001,HDMI Cable,Cables,38.28,1,UK,Credit Card,10
ORD003095,2024-04-04,CUST01009,Headphones,Audio,126.92,4,UK,PayPal,0
ORD002358,2024-07-22,CUST01023,Monitor,Displays,500.57,4,Germany,Debit Card,0
ORD005596,2024-08-06,CUST01006,Headphones,Audio,116.04,1,UK,Debit Card,0
ORD005723,2024-08-27,CUST01001,HDMI Cable,Cables,21.16,1,USA,Unknown,15
ORD002037,2024-01-25,CUST01003,Desk Lamp,Accessories,106.14,2,Germany,Credit Card,0
ORD004428,2024-10-12,CUST01002,Mouse,Peripherals,42.6,4,France,PayPal,0
ORD004104,2024-02-02,CUST01006,Monitor,Displays,508.71,1,USA,Debit Card,0
ORD006763,2024-08-20,CUST01002,Headphones,Audio,158.84,1,USA,Debit Card,0
ORD006150,2024-11-01,CUST01075,Desk Lamp,Accessories,134.54,2,Poland,Unknown,0
ORD004898,2024-03-16,CUST01004,Mouse,Peripherals,90.91,2,Germany,Bank Transfer,0
ORD004479,2024-10-11,CUST01004,Laptop,Computers,1069.67,1,France,Unknown,0
ORD001747,2024-12-16,CUST01002,HDMI Cable,Cables,-5.14,2,UK,PayPal,0
ORD007016,2024-06-29,CUST01001,Laptop,Computers,1099.78,2,USA,Unknown,5
ORD003008,2024-05-27,CUST01001,Phone Stand,Accessories,7.85,1,USA,PayPal,10
ORD003579,2024-02-15,CUST01001,HDMI Cable,Cables,-18.39,3,USA,Credit Card,5
ORD006648,2024-04-27,CUST01001,USB Hub,Peripherals,32.42,3,Canada,Credit Card,0
ORD007148,2024-06-17,CUST01005,Phone Stand,Accessories,67.99,4,Germany,PayPal,0
ORD000466,2024-12-28,CUST01001,Phone Stand,Accessories,26.2,1,Netherlands,Debit Card,15
ORD006600,2024-04-22,CUST01002,Phone Stand,Accessories,49.84,1,Canada,Bank Transfer,0
ORD007142,2024-02-07,CUST01002,Desk Lamp,Accessories,114.27,2,Germany,Credit Card,0
ORD007961,2024-12-24,CUST01001,Laptop,Computers,1025.33,1,UK,Unknown,5
ORD007196,2024-03-08,CUST01031,USB Hub,Peripherals,-11.41,3,Poland,Debit Card,0
ORD003711,2024-05-05,CUST01001,Webcam,Video,87.9,1,UK,Debit Card,0
ORD001721,2024-04-21,CUST01001,Laptop,Computers,1095.29,2,France,Bank Transfer,5
ORD006679,2024-07-17,CUST01001,Mouse,Peripherals,85.19,2,Poland,Bank Transfer,5
ORD006202,2024-02-15,CUST01010,USB Hub,Peripherals,-4.79,2,Canada,Debit Card,5
ORD002190,2024-05-18,CUST01195,USB Hub,Peripherals,39.99,4,USA,Debit Card,0
ORD005762,2024-09-20,CUST01001,Keyboard,Peripherals,104.76,4,Netherlands,Unknown,10
ORD000737,2024-05-20,CUST01010,USB Hub,Peripherals,65.27,1,Germany,Credit Card,5
ORD003435,2024-12-24,CUST01003,Webcam,Video,43.78,1,Netherlands,Bank Transfer,0
ORD005560,2024-12-21,CUST01003,Monitor,Displays,450.88,2,Poland,Unknown,10
ORD003594,2024-04-11,CUST01005,Keyboard,Peripherals,156.83,4,UK,PayPal,10
ORD000602,2024-10-18,CUST01414,Desk Lamp,Accessories,103.48,2,Canada,Unknown,0
ORD002421,2024-08-08,CUST01016,USB Hub,Peripherals,52.03,2,Netherlands,Bank Transfer,5
ORD007618,2024-06-09,CUST01044,Webcam,Video,67.08,4,USA,Debit Card,0
ORD007136,2024-09-19,CUST01003,Monitor,Displays,521.83,2,France,PayPal,5
ORD004280,2024-10-20,CUST01723,Keyboard,Peripherals,86.67,1,Germany,Bank Transfer,0
ORD004699,2024-10-26,CUST01009,Webcam,Video,100.71,4,UK,Unknown,0
ORD002693,2024-02-15,CUST01001,Webcam,Video,122.97,2,Netherlands,Debit Card,5
ORD007134,2024-04-06,CUST01001,Keyboard,Peripherals,166.72,1,France,Debit Card,0
ORD004487,2024-06-27,CUST01001,Monitor,Displays,531.32,4,France,Debit Card,15
ORD002859,2024-04-13,CUST01066,Mouse,Peripherals,98.14,3,Germany,PayPal,15
ORD003185,2024-05-09,CUST01004,Mouse,Peripherals,101.43,3,UK,PayPal,10
ORD006672,2024-03-26,CUST01001,HDMI Cable,Cables,39.31,2,France,Debit Card,0
ORD003476,2024-08-04,CUST01004,Headphones,Audio,94.58,2,Germany,Credit Card,5
ORD001455,2024-12-30,CUST01001,USB Hub,Peripherals,61.67,4,Netherlands,PayPal,0
ORD003177,2024-05-10,CUST01002,Phone Stand,Accessories,55.56,1,Poland,Credit Card,5
ORD005822,2024-06-22,CUST01001,Webcam,Video,65.6,3,Germany,Debit Card,0
ORD001043,2024-12-08,CUST01010,HDMI Cable,Cables,-8.03,3,France,Bank Transfer,0
ORD000316,2024-09-26,CUST01001,Desk Lamp,Accessories,119.61,4,Netherlands,Bank Transfer,0
ORD003150,2024-04-16,CUST01001,Webcam,Video,37.09,3,UK,Debit Card,0
ORD000024,2024-12-12,CUST01010,HDMI Cable,Cables,0.0,1,UK,Credit Card,15
ORD003323,2024-03-03,CUST01001,Phone Stand,Accessories,9.38,3,Canada,Credit Card,0
ORD002303,2024-06-29,CUST01185,Webcam,Video,99.09,1,Germany,Debit Card,0
ORD003245,2024-05-03,CUST01001,Headphones,Audio,147.34,3,Germany,Bank Transfer,0
ORD005317,2024-01-31,CUST01002,USB Hub,Peripherals,51.25,1,Poland,Debit Card,0
ORD001145,2024-08-13,CUST01001,Laptop,Computers,1067.01,1,UK,Bank Transfer,0
ORD000234,2024-05-15,CUST01001,Headphones,Audio,117.97,3,USA,PayPal,10
ORD005937,2024-05-03,CUST01121,USB Hub,Peripherals,15.71,2,Canada,Bank Transfer,0
ORD004960,2024-06-04,CUST01018,Keyboard,Peripherals,125.94,1,Germany,Credit Card,0
ORD007436,2024-09-15,CUST01001,Phone Stand,Accessories,25.5,3,Canada,Unknown,0
ORD000066,2024-09-23,CUST01004,Headphones,Audio,121.86,1,France,Bank Transfer,10
ORD003413,2024-10-05,CUST01006,Webcam,Video,74.43,2,Germany,Bank Transfer,10
ORD002629,2024-12-13,CUST01003,Headphones,Audio,174.74,2,Poland,Debit Card,0
ORD002274,2024-01-17,CUST01001,Mouse,Peripherals,60.57,4,Poland,Bank Transfer,0
ORD002878,2024-05-29,CUST01559,Phone Stand,Accessories,11.59,3,Canada,PayPal,5
ORD001003,2024-12-10,CUST01001,Desk Lamp,Accessories,53.08,4,Germany,PayPal,0
ORD002949,2024-04-10,CUST01004,Desk Lamp,Accessories,116.57,3,Germany,Unknown,0
ORD007346,2024-10-04,CUST01006,Keyboard,Peripherals,74.04,3,Germany,PayPal,0
ORD007133,2024-10-09,CUST01001,HDMI Cable,Cables,64.27,1,UK,Debit Card,10
ORD003945,2024-03-25,CUST01003,Mouse,Peripherals,35.43,3,France,Unknown,15
ORD007059,2024-02-26,CUST01001,Laptop,Computers,1072.62,3,Poland,Debit Card,15
ORD000707,2024-10-30,CUST01005,Laptop,Computers,1100.84,4,Canada,Debit Card,0
ORD007951,2024-11-16,CUST01001,Laptop,Computers,1095.97,4,Germany,Credit Card,0
ORD002883,2024-10-08,CUST01001,USB Hub,Peripherals,22.12,3,Canada,Debit Card,10
ORD005231,2024-12-23,CUST01005,Desk Lamp,Accessories,99999.0,2,France,Bank Transfer,0
ORD007330,2024-07-13,CUST01008,Desk Lamp,Accessories,105.58,3,France,PayPal,0
ORD003827,2024-12-06,CUST01001,Phone Stand,Accessories,37.54,4,Netherlands,PayPal,15
ORD004447,2024-09-09,CUST01001,USB Hub,Peripherals,25.44,3,Poland,Unknown,0
ORD006215,2024-02-08,CUST01001,Mouse,Peripherals,27.47,4,Poland,Unknown,10
ORD001422,2024-07-07,CUST01005,Webcam,Video,84.24,4,Canada,Unknown,0
ORD002132,2024-07-16,CUST01011,Keyboard,Peripherals,169.78,1,Canada,Credit Card,0
ORD001143,2024-09-11,CUST01022,USB Hub,Peripherals,4.21,4,UK,PayPal,0
ORD001035,2024-11-19,CUST01010,Desk Lamp,Accessories,125.6,2,Poland,PayPal,0
ORD001413,2024-01-16,CUST01003,Desk Lamp,Accessories,95.31,1,Netherlands,Unknown,15
ORD001953,2024-11-02,CUST01001,HDMI Cable,Cables,34.58,1,Canada,Bank Transfer,0
ORD000454,2024-07-31,CUST01331,Laptop,Computers,1073.46,1,USA,Credit Card,10
ORD005991,2024-08-24,CUST01010,Monitor,Displays,503.21,1,USA,Bank Transfer,0
ORD007801,2024-03-22,CUST01002,Desk Lamp,Accessories,139.07,4,UK,Unknown,10
ORD002909,2024-06-03,CUST01009,Desk Lamp,Accessories,40.78,1,France,Bank Transfer,15
ORD000223,2024-07-29,CUST01001,Monitor,Displays,517.26,4,Canada,PayPal,0
ORD004926,2024-05-08,CUST01002,HDMI Cable,Cables,-17.98,1,USA,Unknown,0
ORD004078,2024-08-09,CUST01002,Desk Lamp,Accessories,107.12,2,Canada,Credit Card,0
ORD001883,2024-10-19,CUST01013,Webcam,Video,90.76,4,Germany,Debit Card,0
ORD002996,2024-10-30,CUST01077,Phone Stand,Accessories,42.54,3,Netherlands,Unknown,10
ORD001085,2024-03-25,CUST01003,Keyboard,Peripherals,136.57,3,Germany,Unknown,0
ORD005403,2024-09-25,CUST01016,HDMI Cable,Cables,-27.23,2,USA,Bank Transfer,0
ORD001169,2024-10-04,CUST01009,Phone Stand,Accessories,75.56,2,Netherlands,Bank Transfer,0
ORD001783,2024-07-05,CUST01003,Headphones,Audio,164.7,1,Germany,Bank Transfer,5
ORD007952,2024-04-24,CUST01002,Laptop,Computers,1060.41,3,Germany,Debit Card,5
ORD001006,2024-12-03,CUST01006,Webcam,Video,80.97,1,France,Unknown,0
ORD000264,2024-11-29,CUST01002,Mouse,Peripherals,28.62,4,Germany,Credit Card,0
ORD000319,2024-06-02,CUST01062,HDMI Cable,Cables,25.53,3,Poland,PayPal,0
ORD005818,2024-01-26,CUST01007,Headphones,Audio,119.22,2,USA,Unknown,0
ORD004442,2024-07-30,CUST01058,USB Hub,Peripherals,46.82,3,Canada,Bank Transfer,0
ORD002885,2024-02-25,CUST01001,Laptop,Computers,1023.11,2,Poland,Credit Card,0
ORD000102,2024-02-28,CUST01006,USB Hub,Peripherals,56.9,2,Germany,Unknown,0
ORD004831,2024-12-14,CUST01001,Desk Lamp,Accessories,107.15,1,UK,Credit Card,0
ORD003721,2024-02-24,CUST01055,Desk Lamp,Accessories,84.42,3,Netherlands,Bank Transfer,15
ORD006203,2024-05-26,CUST01001,Keyboard,Peripherals,124.12,3,USA,Credit Card,10
ORD000133,2024-06-30,CUST01002,Webcam,Video,80.53,4,Poland,Credit Card,10
ORD005781,2024-04-06,CUST01841,Keyboard,Peripherals,122.22,3,Germany,PayPal,10
ORD002875,2024-01-26,CUST01001,Phone Stand,Accessories,24.1,1,Canada,Bank Transfer,0
ORD003540,2024-07-24,CUST01002,Desk Lamp,Accessories,69.97,3,Poland,Unknown,10
ORD005739,2024-12-25,CUST01007,USB Hub,Peripherals,-14.14,4,Germany,Credit Card,0
ORD003317,2024-10-20,CUST01001,Phone Stand,Accessories,53.59,2,Germany,Bank Transfer,0
ORD007777,2024-05-04,CUST01001,HDMI Cable,Cables,-15.95,3,France,Credit Card,5
ORD001929,2024-06-30,CUST01039,Keyboard,Peripherals,98.94,4,Canada,PayPal,0
ORD007663,2024-11-18,CUST01031,HDMI Cable,Cables,-25.2,3,UK,Debit Card,0
ORD003443,2024-09-04,CUST01004,Webcam,Video,40.31,3,Germany,Unknown,0
ORD004536,2024-10-23,CUST01111,USB Hub,Peripherals,-22.43,3,Canada,Unknown,0
ORD005944,2024-08-12,CUST01006,Mouse,Peripherals,69.73,1,Germany,Bank Transfer,10
ORD005398,2024-06-10,CUST01001,USB Hub,Peripherals,32.61,4,UK,Bank Transfer,0
ORD001104,2024-07-14,CUST01012,Mouse,Peripherals,42.86,1,UK,Bank Transfer,0
ORD004190,2024-08-13,CUST01001,Desk Lamp,Accessories,102.65,4,Germany,Credit Card,0
ORD001742,2024-03-19,CUST01001,Mouse,Peripherals,81.15,1,France,Debit Card,5
ORD006879,2024-02-24,CUST01003,Desk Lamp,Accessories,61.62,2,Poland,Unknown,5
ORD007739,2024-04-20,CUST01001,USB Hub,Peripherals,30.85,1,Netherlands,PayPal,10
ORD003916,2024-01-10,CUST01002,Mouse,Peripherals,53.27,4,France,Credit Card,15
ORD003835,2024-02-28,CUST01002,USB Hub,Peripherals,15.09,1,USA,Bank Transfer,0
ORD002419,2024-04-24,CUST01001,Headphones,Audio,177.56,3,Canada,Bank Transfer,0
ORD002488,2024-11-11,CUST01004,Keyboard,Peripherals,113.75,4,Canada,Credit Card,0
ORD006631,2024-10-03,CUST01057,Phone Stand,Accessories,21.69,1,Poland,Debit Card,0
ORD002174,2024-04-20,CUST01002,Headphones,Audio,120.07,3,UK,Unknown,15
ORD005837,2024-03-18,CUST01006,USB Hub,Peripherals,-15.85,4,Poland,PayPal,0
ORD001198,2024-06-11,CUST01021,Phone Stand,Accessories,-18.1,4,Poland,Credit Card,0
ORD000350,2024-07-29,CUST01005,Phone Stand,Accessories,50.3,2,USA,Credit Card,15
ORD000038,2024-07-08,CUST01002,Webcam,Video,27.43,4,UK,Bank Transfer,0
ORD006023,2024-10-14,CUST01003,Webcam,Video,52.21,2,USA,Bank Transfer,0
ORD007580,2024-01-28,CUST01002,Phone Stand,Accessories,69.98,2,USA,PayPal,5
ORD007347,2024-12-25,CUST01002,HDMI Cable,Cables,-9.26,2,USA,Unknown,15
ORD002998,2024-01-05,CUST01001,Webcam,Video,115.16,2,Germany,Bank Transfer,0
ORD005118,2024-04-01,CUST01006,Webcam,Video,108.42,4,France,PayPal,15
ORD001288,2024-02-08,CUST01016,Monitor,Displays,446.4,4,USA,Unknown,0
ORD003081,2024-06-13,CUST01014,Phone Stand,Accessories,74.82,1,Netherlands,Debit Card,0
ORD003033,2024-02-11,CUST01006,HDMI Cable,Cables,0.14,4,Poland,PayPal,0
ORD003313,2024-10-06,CUST01043,Webcam,Video,75.51,2,USA,Bank Transfer,15
ORD006038,2024-07-03,CUST01014,Keyboard,Peripherals,141.11,2,Poland,Credit Card,10
ORD000096,2024-03-31,CUST01023,Phone Stand,Accessories,37.07,1,Poland,Credit Card,0
ORD006267,2024-04-03,CUST01002,Laptop,Computers,1093.17,3,Canada,Bank Transfer,0
ORD004457,2024-02-18,CUST01001,Mouse,Peripherals,94.3,4,France,Bank Transfer,10
ORD007210,2024-11-28,CUST01001,Keyboard,Peripherals,132.28,1,Canada,Unknown,15
ORD000354,2024-07-18,CUST01012,HDMI Cable,Cables,-3.17,1,Poland,Credit Card,5
ORD005564,2024-08-23,CUST01001,Mouse,Peripherals,27.96,3,USA,PayPal,0
ORD004249,2024-05-09,CUST01037,Laptop,Computers,1106.42,1,USA,Bank Transfer,0
ORD007661,2024-10-07,CUST01004,Phone Stand,Accessories,6.94,2,Netherlands,Bank Transfer,0
